A_f,B_f,C_f,D_f,E_f,F_f,G_f,customer_ID
1,0,2,3,0,2,3,10093862
1,1,3,3,1,1,2,10093864
1,1,4,3,0,1,4,10093865
1,0,3,3,0,2,1,10093866
1,1,1,2,0,2,2,10093868
0,0,4,3,0,0,2,10093869
1,0,2,2,0,1,2,10093870
1,0,1,1,0,2,2,10093871
0,0,1,3,0,0,2,10093872
1,1,3,3,1,2,2,10093873
1,0,1,1,0,1,3,10093874
1,1,3,3,1,1,4,10093876
1,1,1,2,0,1,2,10093877
0,1,3,3,0,0,4,10093880
1,1,2,2,1,2,2,10093886
1,0,1,1,1,0,1,10093888
1,1,4,3,1,2,4,10093889
1,0,3,3,1,1,3,10093890
0,0,1,1,0,0,2,10093892
1,0,2,2,1,2,2,10093893
0,0,1,1,0,0,2,10093897
2,0,1,1,0,3,2,10093901
2,1,3,3,1,0,2,10093902
0,1,1,3,0,0,1,10093903
1,0,1,1,0,2,2,10093905
1,0,1,3,0,2,4,10093907
1,1,3,3,1,1,3,10093914
1,1,2,2,1,2,1,10093917
1,0,1,1,1,2,1,10093921
0,0,1,1,0,0,2,10093922
1,1,1,3,1,2,3,10093924
0,0,1,1,0,0,2,10093927
0,0,1,1,0,0,2,10093930
0,0,2,2,0,0,3,10093937
1,1,3,2,1,2,3,10093938
0,0,1,2,0,0,1,10093939
2,1,3,3,0,1,2,10093947
1,0,2,2,1,0,2,10093949
1,1,2,2,1,2,2,10093951
1,1,2,2,1,1,3,10093954
2,1,3,3,1,0,2,10093957
1,0,3,3,1,0,2,10093958
0,0,1,1,0,0,2,10093962
2,1,3,3,0,2,3,10093963
2,0,1,1,0,2,3,10093966
1,0,1,1,1,2,1,10093969
1,1,4,3,1,2,2,10093971
1,1,3,3,1,2,1,10093972
0,0,2,1,0,0,2,10093975
1,1,2,2,1,1,1,10093980
1,1,1,2,1,2,2,10093986
2,1,4,3,0,1,3,10093988
1,0,3,3,0,1,3,10093989
1,0,3,3,0,1,3,10093991
2,1,3,3,1,2,3,10093993
1,0,2,3,0,2,3,10093995
1,0,3,3,0,1,3,10094000
1,0,2,2,0,2,1,10094001
2,1,1,3,0,0,2,10094004
1,1,3,3,1,1,2,10094008
2,1,1,3,1,0,2,10094010
1,1,1,1,1,2,2,10094012
0,0,1,1,0,0,3,10094018
1,1,1,1,1,1,4,10094020
1,1,4,3,1,2,3,10094021
1,0,4,3,1,2,3,10094023
1,0,2,2,0,2,2,10094028
2,1,4,3,1,0,1,10094030
1,0,3,2,1,2,3,10094031
1,1,3,3,0,2,1,10094033
1,1,3,3,1,1,4,10094036
1,0,1,3,0,2,1,10094037
1,0,3,3,1,1,3,10094039
1,0,4,3,0,2,2,10094042
1,1,2,3,1,2,3,10094043
1,1,1,1,1,2,2,10094047
2,0,4,3,0,2,3,10094048
2,1,3,3,1,1,2,10094052
0,0,1,2,0,0,2,10094053
1,0,3,3,0,2,3,10094054
0,0,1,3,0,0,2,10094067
0,1,2,2,0,2,1,10094068
1,1,2,2,0,2,2,10094069
2,1,1,2,0,3,2,10094072
1,1,4,3,1,1,3,10094073
1,1,3,3,1,1,3,10094075
0,1,1,1,0,0,2,10094076
1,1,3,3,1,2,2,10094078
1,0,1,3,0,2,2,10094080
1,0,2,2,1,2,3,10094084
0,0,1,3,0,0,1,10094086
2,0,4,3,0,2,3,10094087
1,1,1,2,1,2,1,10094093
1,0,3,3,0,2,2,10094094
2,1,2,2,1,2,3,10094096
1,0,3,3,0,2,2,10094097
1,0,2,3,1,2,3,10094098
1,1,1,1,1,2,1,10094102
1,0,1,2,0,2,2,10094105
1,1,1,3,0,2,3,10094106
2,1,1,3,1,0,2,10094111
1,1,2,3,1,1,3,10094112
1,0,1,3,1,1,3,10094113
1,0,1,3,0,2,4,10094116
1,0,2,3,1,2,3,10094117
1,0,3,3,0,2,3,10094118
1,0,3,3,0,2,1,10094123
1,1,3,3,1,2,1,10094124
1,1,2,3,1,2,1,10094125
1,0,3,3,1,2,1,10094129
0,0,3,3,0,0,2,10094132
1,0,3,3,0,2,3,10094133
2,1,3,3,1,1,3,10094140
2,1,2,2,1,1,2,10094143
1,0,3,3,1,1,4,10094147
1,1,1,2,0,2,3,10094148
1,0,3,3,1,0,2,10094154
1,1,3,3,1,0,2,10094158
0,0,3,2,0,0,2,10094165
0,0,1,2,0,0,2,10094166
1,0,2,2,0,1,1,10094168
1,1,3,3,1,2,3,10094169
1,0,1,3,0,1,3,10094171
1,0,3,3,0,0,2,10094172
1,1,3,3,1,1,2,10094174
1,0,3,3,0,1,3,10094175
0,1,3,3,0,0,2,10094181
2,1,3,3,1,0,2,10094191
0,0,3,2,0,0,2,10094193
1,1,1,3,1,2,1,10094195
1,1,3,3,1,2,2,10094197
1,0,4,3,1,2,2,10094199
1,0,3,3,1,0,1,10094210
0,0,1,2,0,0,2,10094212
0,0,1,1,0,0,2,10094214
1,1,1,3,1,2,3,10094217
1,0,3,3,0,2,2,10094218
2,1,4,3,0,2,2,10094219
0,0,1,2,0,0,2,10094225
0,1,2,2,0,2,1,10094229
0,0,1,1,0,0,2,10094231
1,0,1,1,1,1,3,10094232
2,1,1,1,1,3,2,10094235
0,1,1,1,0,0,1,10094237
1,1,3,3,1,1,2,10094238
2,1,1,1,1,3,1,10094239
2,1,3,3,0,1,3,10094240
0,0,3,3,0,0,1,10094241
1,1,3,3,1,2,2,10094242
2,1,3,3,0,1,2,10094245
1,0,1,1,0,2,3,10094246
2,1,4,3,1,0,2,10094247
0,0,3,3,0,0,2,10094252
1,0,1,1,0,1,2,10094261
1,0,1,1,1,1,2,10094263
1,0,3,3,0,2,3,10094266
1,0,3,3,0,0,2,10094267
1,1,1,2,1,1,2,10094273
0,0,3,3,0,0,2,10094274
1,1,1,2,0,2,2,10094276
1,0,3,2,1,2,4,10094286
1,1,3,3,1,2,2,10094290
1,1,3,3,1,2,1,10094292
1,0,3,3,0,2,3,10094293
1,1,3,3,1,2,1,10094298
0,0,3,3,0,0,2,10094299
0,1,1,1,0,0,2,10094302
1,0,4,3,1,2,3,10094303
2,1,2,3,1,1,3,10094305
1,1,3,3,1,1,2,10094307
1,0,3,3,0,2,3,10094309
1,0,3,3,1,1,2,10094310
0,1,2,2,0,0,2,10094316
1,0,3,3,0,2,2,10094317
1,0,4,3,1,2,2,10094319
1,0,2,2,0,1,2,10094320
0,0,2,2,0,0,2,10094322
1,0,1,1,0,2,2,10094324
0,0,1,3,0,0,2,10094333
0,1,1,1,0,0,3,10094339
0,0,1,2,0,3,1,10094340
2,0,4,3,1,1,2,10094345
1,0,4,3,0,2,3,10094350
1,1,3,3,1,0,2,10094352
1,1,1,2,1,2,2,10094355
1,1,3,3,1,1,2,10094359
0,0,2,3,0,0,2,10094361
2,0,3,3,0,3,2,10094366
1,1,2,2,0,2,1,10094370
1,1,1,1,0,2,2,10094371
1,0,1,2,0,2,2,10094372
1,1,2,2,1,2,2,10094374
1,1,2,2,1,1,2,10094377
0,1,2,2,0,0,2,10094379
1,1,2,2,1,2,4,10094384
1,1,3,3,0,1,3,10094388
0,0,1,1,0,0,3,10094390
1,1,3,3,1,2,3,10094391
1,1,4,3,1,1,3,10094392
1,1,3,3,0,1,1,10094396
0,0,2,2,0,0,2,10094398
1,0,3,3,0,2,3,10094401
1,1,3,3,1,1,1,10094402
1,0,2,2,0,1,1,10094403
0,1,1,1,0,0,2,10094404
0,0,2,3,0,0,2,10094410
1,0,1,1,1,1,3,10094411
1,1,4,3,1,0,2,10094416
1,1,3,3,1,1,2,10094419
1,1,3,3,1,1,1,10094422
1,1,4,3,1,2,4,10094428
1,0,2,2,0,2,3,10094432
0,1,1,1,0,0,1,10094436
0,0,3,3,0,0,2,10094439
1,1,1,1,1,2,4,10094446
1,1,1,2,1,1,2,10094451
0,0,4,3,0,0,3,10094453
2,1,3,3,1,0,2,10094459
0,0,1,1,0,0,1,10094464
1,0,2,3,0,1,2,10094465
1,1,3,2,1,2,2,10094467
1,0,3,2,1,1,1,10094469
1,0,2,2,1,2,2,10094471
0,0,1,3,0,0,3,10094472
1,1,3,3,1,0,2,10094473
1,0,1,1,1,2,2,10094479
2,1,3,3,1,1,3,10094482
1,1,3,3,0,2,1,10094484
0,0,3,3,0,0,3,10094487
1,0,4,3,0,1,3,10094489
1,0,3,3,0,2,1,10094496
1,0,3,3,1,2,3,10094499
1,0,4,3,1,0,2,10094503
1,1,3,2,1,0,2,10094506
0,0,3,3,0,1,3,10094508
1,0,4,3,0,0,3,10094509
1,1,4,3,1,2,3,10094514
0,0,1,1,0,0,2,10094515
1,1,3,3,1,1,1,10094519
1,1,4,3,1,2,1,10094522
1,0,2,2,0,1,2,10094525
1,0,1,2,0,2,2,10094527
1,0,3,3,1,1,4,10094533
1,1,3,3,1,1,2,10094534
0,0,3,3,0,0,2,10094535
0,0,1,3,0,0,1,10094538
1,1,3,2,1,1,2,10094541
2,1,1,2,1,0,2,10094542
0,0,1,1,0,0,2,10094549
1,0,3,3,1,1,1,10094551
1,0,3,3,1,2,2,10094555
2,0,3,3,0,0,2,10094565
1,1,1,3,1,1,3,10094566
1,1,1,2,1,2,4,10094567
1,1,3,3,0,1,1,10094572
1,1,4,3,1,0,4,10094576
1,1,3,3,0,2,3,10094581
1,0,1,2,0,2,2,10094589
1,0,3,2,0,2,1,10094591
2,0,4,3,1,2,4,10094592
1,1,1,3,1,1,3,10094593
0,1,1,2,0,0,2,10094595
1,0,2,3,0,1,2,10094597
0,1,1,1,0,0,2,10094599
1,0,1,1,1,1,1,10094602
0,0,2,2,0,0,2,10094604
1,1,3,2,1,0,3,10094608
0,0,1,3,0,0,2,10094614
1,0,2,2,0,2,2,10094615
0,0,1,3,0,0,3,10094617
1,0,2,3,0,2,3,10094618
0,0,3,3,0,0,2,10094622
1,0,4,3,0,2,2,10094623
1,1,3,3,1,0,2,10094626
1,1,3,3,1,2,3,10094629
1,0,3,3,0,1,2,10094630
1,0,3,3,1,2,3,10094631
1,0,1,1,0,2,2,10094632
1,0,2,2,0,0,2,10094634
1,0,3,3,0,2,3,10094638
0,1,3,3,0,0,2,10094639
1,0,2,3,0,2,1,10094647
2,1,4,3,1,0,2,10094651
1,0,4,3,1,1,2,10094652
1,0,3,3,0,1,2,10094653
1,1,4,3,1,2,2,10094656
1,1,1,1,1,2,1,10094657
1,1,1,1,1,2,1,10094660
1,0,2,3,0,2,3,10094662
1,1,3,3,1,1,3,10094666
2,0,3,3,1,2,3,10094667
1,1,2,2,1,1,1,10094671
1,0,3,3,1,2,1,10094673
1,1,3,3,1,1,3,10094678
1,0,1,3,1,1,1,10094682
1,0,1,2,0,2,2,10094687
2,1,3,2,1,0,2,10094691
1,0,2,3,0,2,1,10094692
0,0,1,1,0,0,2,10094693
2,1,3,3,0,3,3,10094694
0,0,1,3,0,0,1,10094698
0,0,3,3,0,0,2,10094700
1,1,4,3,1,1,3,10094701
1,0,2,2,0,2,2,10094703
1,1,3,3,1,0,1,10094712
1,1,3,3,1,2,4,10094714
2,0,3,3,0,2,1,10094715
1,0,2,2,0,2,3,10094719
1,0,3,3,1,2,3,10094721
1,0,1,2,0,2,1,10094725
1,0,1,2,1,2,3,10094726
1,1,1,2,1,0,1,10094727
2,0,3,3,0,1,2,10094728
1,1,3,3,0,1,2,10094729
0,0,1,1,0,0,2,10094734
1,1,3,2,1,1,3,10094735
2,1,3,3,1,0,2,10094737
1,1,2,2,1,2,1,10094738
1,0,1,2,1,2,1,10094739
0,0,1,1,0,0,3,10094749
1,1,1,2,1,2,3,10094752
1,1,3,3,1,0,2,10094757
1,1,3,2,1,2,1,10094759
1,1,2,2,1,2,2,10094763
0,0,4,3,0,0,2,10094766
0,0,3,3,0,0,2,10094767
0,0,1,2,0,0,1,10094768
1,1,3,3,1,1,3,10094770
1,1,1,1,1,2,2,10094771
2,1,1,2,0,1,3,10094773
1,1,2,2,0,2,3,10094778
1,1,3,3,1,1,3,10094783
1,1,3,3,1,1,4,10094791
0,1,4,3,0,0,3,10094794
1,0,1,2,0,2,2,10094796
1,0,3,3,1,2,1,10094797
0,1,3,3,1,0,3,10094800
1,0,1,1,0,2,3,10094805
1,0,2,2,0,1,2,10094807
1,1,3,3,1,1,4,10094809
1,0,3,3,0,2,2,10094812
0,0,1,1,0,0,2,10094813
0,0,1,2,0,0,4,10094814
1,1,3,3,1,1,4,10094815
1,1,1,3,0,2,3,10094818
1,0,3,3,1,0,2,10094819
1,0,2,2,0,1,2,10094821
1,1,2,2,0,2,3,10094823
1,1,2,2,1,2,1,10094825
1,1,2,2,1,2,2,10094829
1,1,3,3,1,0,2,10094836
1,0,4,3,1,0,2,10094838
0,1,1,3,0,0,2,10094839
0,1,4,3,0,1,2,10094842
1,1,3,3,1,0,1,10094847
1,0,1,2,0,2,3,10094849
2,1,1,2,0,3,1,10094850
1,1,3,3,1,1,1,10094852
2,1,2,1,1,3,1,10094853
1,0,1,1,0,2,4,10094854
1,0,1,1,0,2,3,10094861
1,0,2,3,1,0,1,10094864
1,0,1,3,1,0,1,10094865
1,1,3,3,1,2,3,10094866
1,1,1,1,0,1,2,10094868
1,1,2,2,0,2,2,10094869
1,1,2,2,1,2,2,10094870
1,0,1,2,0,2,1,10094871
1,1,1,3,1,2,3,10094873
2,1,4,3,1,2,3,10094875
0,0,1,1,0,1,2,10094877
0,0,3,3,0,0,2,10094879
1,1,1,3,1,1,3,10094881
1,1,3,3,1,2,3,10094885
2,1,4,3,1,3,1,10094889
1,1,1,2,1,2,3,10094890
1,0,4,3,1,2,3,10094891
1,0,1,3,1,1,3,10094894
0,0,3,3,0,0,2,10094896
1,1,2,2,1,2,2,10094897
1,0,3,3,0,1,2,10094899
1,1,3,3,0,1,3,10094903
1,1,3,3,1,2,3,10094904
0,0,2,3,0,0,2,10094905
1,1,4,3,1,2,2,10094906
1,0,3,2,1,1,2,10094912
1,0,1,3,0,2,3,10094913
1,1,2,3,1,2,1,10094917
0,1,4,3,1,1,2,10094920
1,1,1,2,1,2,3,10094921
1,1,2,2,1,2,4,10094922
1,1,3,2,1,1,2,10094923
1,1,3,3,1,1,2,10094925
2,1,3,3,1,3,3,10094926
1,0,3,3,0,1,2,10094929
1,1,3,3,0,2,1,10094936
1,0,2,3,1,0,1,10094938
1,0,2,2,0,0,3,10094940
0,0,3,3,0,0,2,10094941
1,1,2,3,0,2,1,10094945
0,0,1,3,0,0,1,10094948
1,1,2,2,1,1,2,10094954
1,0,3,3,0,1,3,10094955
2,0,1,1,0,1,3,10094957
1,0,4,3,1,1,1,10094961
1,0,3,3,0,0,2,10094964
1,1,3,3,1,1,2,10094966
1,0,3,3,1,0,1,10094970
1,0,3,3,0,2,2,10094971
1,0,3,3,0,1,1,10094973
1,0,3,2,1,0,2,10094975
0,1,1,3,0,0,3,10094978
1,1,1,2,1,1,3,10094979
1,1,3,3,1,1,3,10094982
1,0,2,2,0,2,2,10094988
1,1,3,3,1,0,2,10094989
1,0,4,3,1,2,3,10094990
2,1,1,2,1,3,2,10094991
1,0,3,3,1,1,2,10094993
1,1,1,3,1,1,4,10094995
0,0,2,2,0,0,2,10094996
1,0,1,2,0,2,1,10095002
1,1,2,3,1,1,2,10095005
0,0,2,2,0,0,1,10095006
1,0,4,3,1,1,3,10095008
1,1,3,3,1,2,1,10095009
1,1,1,1,1,2,1,10095010
1,1,3,3,1,0,2,10095011
1,0,3,3,0,2,2,10095013
0,0,3,3,0,1,3,10095014
1,1,1,2,0,2,2,10095015
1,1,2,2,1,2,3,10095017
1,0,3,2,0,1,2,10095021
0,0,3,3,1,0,2,10095024
1,1,2,2,1,1,1,10095026
1,0,1,3,0,2,3,10095027
1,0,3,3,1,1,3,10095029
2,0,3,3,0,0,2,10095030
0,0,1,3,0,0,3,10095031
0,1,3,3,0,2,1,10095034
1,0,2,3,0,2,2,10095035
1,1,3,3,1,2,3,10095036
1,1,4,3,1,0,2,10095039
1,1,3,3,0,1,2,10095043
1,1,4,3,1,1,4,10095044
0,0,4,3,0,0,3,10095053
1,1,3,3,1,0,2,10095054
1,1,3,2,1,1,4,10095056
1,1,1,1,0,2,2,10095057
1,1,1,1,1,2,2,10095060
1,1,3,3,1,1,1,10095062
0,1,1,1,0,0,1,10095065
0,0,3,2,0,0,1,10095068
0,0,2,2,0,0,2,10095069
1,1,3,3,1,2,2,10095070
1,0,2,3,1,2,3,10095073
1,1,3,3,1,2,3,10095074
2,0,3,3,0,3,1,10095078
1,1,3,3,1,1,3,10095080
0,1,2,2,0,0,2,10095088
1,0,4,3,1,2,2,10095094
1,1,4,3,1,2,4,10095095
2,0,1,2,0,3,2,10095096
1,0,1,1,0,2,2,10095098
1,1,2,2,1,1,2,10095100
1,0,3,3,1,2,3,10095102
0,0,2,2,0,0,2,10095103
1,1,3,3,1,1,2,10095106
1,1,3,3,1,2,3,10095108
1,1,2,2,1,1,2,10095110
1,0,1,1,1,0,2,10095112
1,0,2,2,0,2,2,10095114
1,0,4,3,0,1,2,10095121
1,0,3,3,1,2,3,10095122
1,0,3,3,1,2,1,10095123
1,1,1,1,1,2,2,10095124
1,0,2,2,0,1,1,10095131
0,0,1,1,0,0,2,10095137
1,0,4,3,0,2,3,10095142
1,1,4,3,0,2,3,10095150
1,1,3,3,1,2,3,10095151
0,0,1,2,0,0,2,10095152
0,0,2,3,0,0,2,10095159
1,0,3,3,1,1,2,10095160
2,1,1,1,1,3,2,10095162
1,0,3,3,0,2,2,10095163
2,0,4,3,0,2,3,10095167
0,0,1,1,0,0,2,10095174
0,0,1,3,0,0,3,10095175
1,1,2,3,0,1,2,10095177
1,0,3,3,0,2,2,10095180
1,0,3,3,1,1,2,10095185
1,0,4,3,1,1,3,10095189
2,0,2,3,0,3,3,10095191
1,0,3,3,1,2,2,10095192
0,0,3,3,0,1,3,10095194
1,1,2,3,1,2,2,10095195
0,0,3,3,0,0,2,10095196
2,0,3,3,0,1,1,10095199
0,0,1,2,0,0,2,10095204
1,0,3,3,0,2,3,10095207
0,1,3,3,0,0,1,10095208
1,0,1,3,0,0,3,10095210
1,0,3,2,1,1,4,10095214
1,0,3,2,0,1,3,10095219
1,1,1,1,0,1,1,10095220
1,0,3,3,1,1,2,10095224
0,0,1,1,0,0,1,10095227
1,1,2,3,1,1,2,10095230
2,1,1,1,1,2,4,10095231
2,0,2,3,0,3,2,10095233
1,1,3,3,1,2,3,10095236
1,1,1,2,1,2,1,10095241
0,1,2,3,0,1,2,10095249
1,1,2,3,0,1,2,10095250
1,0,3,3,0,2,3,10095253
2,1,1,3,1,3,1,10095256
2,0,2,3,0,0,1,10095257
1,0,1,1,0,2,2,10095264
1,1,2,3,1,0,2,10095265
1,1,1,3,1,2,2,10095267
0,0,3,3,0,0,2,10095268
1,0,3,3,0,2,2,10095272
1,0,2,3,0,1,1,10095273
1,1,3,3,1,1,2,10095277
1,1,3,3,1,0,2,10095290
1,0,1,1,0,2,2,10095292
1,1,3,3,1,0,3,10095297
1,0,4,3,1,2,3,10095302
1,0,3,3,0,2,2,10095303
1,0,1,3,0,1,3,10095304
1,1,3,3,1,1,2,10095307
1,1,3,3,1,2,2,10095312
1,0,3,3,0,2,2,10095313
1,0,1,3,0,2,1,10095314
1,1,3,3,1,2,4,10095315
1,0,3,3,0,2,3,10095319
1,0,1,2,0,2,1,10095320
1,0,3,3,1,1,2,10095322
1,1,3,3,1,2,1,10095323
0,0,2,1,0,0,1,10095324
2,0,4,3,0,2,3,10095325
2,1,2,2,1,3,1,10095328
1,1,2,2,1,2,1,10095331
1,1,3,3,0,0,2,10095333
1,0,3,3,1,2,3,10095338
0,1,3,3,0,0,2,10095339
1,1,1,2,0,1,3,10095340
1,1,1,3,1,2,2,10095341
2,0,1,2,0,3,2,10095344
1,0,3,3,1,0,1,10095345
0,0,2,2,0,0,2,10095349
0,0,3,3,0,0,1,10095351
0,1,3,2,0,0,2,10095352
0,0,3,3,0,0,2,10095359
2,1,1,3,1,0,3,10095362
1,1,3,3,1,2,4,10095364
0,0,1,1,0,0,1,10095366
1,0,1,3,1,2,2,10095369
1,1,3,3,1,1,2,10095370
1,1,3,3,1,1,3,10095373
1,0,3,2,0,2,3,10095374
1,0,2,3,0,0,2,10095376
0,1,1,2,0,0,4,10095379
2,1,2,2,0,3,2,10095386
0,1,3,3,0,0,3,10095388
1,0,4,3,1,2,3,10095389
1,0,4,3,1,1,2,10095390
1,1,3,3,1,1,2,10095391
0,0,1,3,0,0,2,10095394
1,0,4,3,1,1,4,10095400
1,1,3,3,1,2,1,10095401
0,0,2,2,0,0,2,10095402
2,0,1,3,0,3,1,10095403
0,0,1,3,0,0,3,10095406
2,0,1,2,1,3,2,10095410
2,1,3,3,1,1,3,10095412
1,0,1,2,0,2,2,10095420
1,0,2,3,1,0,2,10095421
1,1,2,2,0,2,2,10095423
1,1,1,3,1,1,3,10095424
0,0,2,2,0,0,2,10095425
2,1,2,3,0,3,2,10095426
2,1,1,2,1,1,2,10095429
1,1,4,3,1,2,4,10095433
1,1,3,3,1,0,2,10095435
1,0,4,3,1,0,4,10095440
1,0,1,1,0,2,2,10095445
2,0,1,3,0,3,1,10095446
1,1,2,2,1,1,2,10095447
1,0,3,3,0,1,1,10095451
1,0,1,1,0,2,1,10095455
1,1,4,3,1,2,2,10095459
1,1,4,3,1,1,3,10095460
0,0,1,1,0,0,2,10095463
1,0,3,3,1,0,2,10095464
1,1,3,3,1,0,2,10095466
1,0,3,3,0,2,4,10095469
1,1,3,3,0,1,2,10095470
0,0,1,2,0,0,1,10095471
2,1,1,1,0,2,2,10095476
1,1,1,1,1,1,1,10095481
1,1,3,3,1,2,1,10095484
0,0,3,3,0,0,1,10095485
0,0,3,3,0,0,2,10095489
1,0,1,1,0,1,2,10095496
1,1,3,3,1,1,3,10095501
1,1,3,3,1,0,1,10095502
1,1,2,3,1,1,2,10095504
2,1,2,2,0,3,2,10095507
1,1,3,3,1,1,3,10095510
1,1,2,2,1,2,2,10095511
1,0,3,2,0,1,1,10095512
0,0,1,2,0,0,3,10095514
1,0,3,3,1,1,3,10095521
0,0,1,1,0,0,2,10095528
1,1,3,3,1,0,3,10095529
1,0,1,2,1,2,3,10095533
1,1,3,3,1,2,2,10095536
0,1,2,2,0,0,1,10095537
1,1,2,3,0,0,2,10095539
0,0,3,2,0,0,2,10095540
1,0,3,3,0,2,2,10095544
1,0,2,3,0,2,2,10095547
2,1,3,3,1,1,4,10095550
0,0,1,2,0,0,2,10095555
1,0,3,3,0,1,1,10095558
1,0,1,1,0,0,2,10095559
1,0,3,3,1,2,3,10095560
0,0,2,2,0,0,2,10095564
1,0,3,3,0,0,1,10095565
0,0,3,3,0,0,2,10095566
1,0,3,3,1,2,2,10095567
1,1,3,3,1,0,2,10095570
0,0,1,2,0,0,4,10095576
1,0,3,2,1,1,2,10095581
1,0,3,3,1,0,1,10095583
2,0,2,3,0,3,2,10095586
1,1,2,3,1,0,2,10095590
1,1,3,3,1,2,3,10095592
1,1,2,2,1,2,2,10095595
2,1,1,1,1,1,2,10095597
1,0,2,2,0,2,3,10095600
1,1,3,3,1,2,3,10095605
1,1,3,3,1,1,2,10095606
1,1,1,2,1,2,3,10095609
0,0,3,3,0,0,2,10095610
2,1,3,3,1,1,1,10095611
1,1,1,1,0,2,4,10095616
1,1,1,2,1,1,3,10095617
0,0,1,1,0,0,2,10095619
1,0,4,3,0,1,3,10095620
0,1,3,3,0,0,2,10095622
1,1,3,3,1,1,1,10095631
0,0,1,3,0,0,3,10095632
1,1,1,1,1,2,2,10095639
0,0,1,1,0,0,3,10095642
2,1,1,1,1,0,2,10095643
2,1,1,2,0,2,3,10095644
1,0,3,3,0,1,4,10095645
0,1,2,2,0,0,2,10095651
1,1,3,3,1,0,1,10095652
1,0,1,2,0,2,3,10095653
1,0,1,1,0,2,3,10095655
0,0,3,2,0,0,2,10095658
1,0,2,2,0,2,4,10095663
0,1,1,1,0,0,4,10095664
1,1,1,3,1,2,4,10095665
1,0,4,3,0,2,3,10095669
1,0,2,2,0,2,3,10095673
1,0,1,1,0,2,2,10095675
1,1,4,3,1,0,2,10095681
0,0,1,2,0,0,1,10095690
1,1,3,3,1,2,3,10095691
1,0,4,3,0,1,3,10095692
1,0,3,2,0,1,1,10095713
1,0,2,3,1,1,3,10095714
1,1,3,2,1,1,1,10095716
1,0,1,1,0,1,3,10095717
1,1,3,3,1,2,4,10095718
2,1,1,3,0,3,1,10095722
0,1,3,3,0,0,1,10095724
1,1,1,1,1,1,1,10095725
1,0,1,2,0,2,2,10095726
1,0,3,3,1,2,3,10095730
2,1,4,3,0,2,3,10095733
1,1,3,3,1,0,2,10095734
1,1,1,2,1,2,2,10095736
0,0,1,3,0,0,4,10095738
1,1,3,3,1,2,3,10095740
1,1,2,3,1,1,2,10095746
2,1,3,3,1,1,3,10095747
1,1,3,3,1,1,2,10095749
1,0,1,1,0,2,3,10095750
1,1,3,3,1,1,1,10095756
1,0,1,2,0,1,3,10095757
0,0,1,2,0,0,2,10095761
2,1,2,3,1,1,3,10095762
1,0,1,1,0,2,2,10095763
0,1,1,2,0,0,1,10095766
2,0,2,3,0,2,3,10095768
1,1,3,3,1,1,3,10095769
1,1,1,2,0,2,2,10095771
1,0,1,3,0,1,3,10095772
1,1,3,3,1,1,2,10095776
1,1,1,1,1,2,4,10095777
1,0,4,3,0,2,2,10095779
1,0,3,3,0,2,1,10095780
1,0,3,3,0,2,1,10095782
1,0,4,3,1,0,2,10095785
2,0,1,1,0,2,2,10095789
0,1,3,2,0,0,2,10095793
0,0,1,3,0,0,2,10095794
1,1,1,1,1,2,1,10095798
1,1,3,2,1,2,1,10095799
1,0,3,3,1,1,3,10095805
1,1,1,1,1,2,2,10095807
2,0,1,1,0,3,2,10095810
1,1,3,3,1,2,1,10095812
1,1,1,3,1,2,3,10095813
1,0,2,3,0,2,1,10095815
1,0,2,3,0,2,2,10095819
1,0,4,3,0,0,4,10095824
1,1,3,3,1,2,2,10095831
1,0,1,2,0,1,4,10095837
1,0,1,3,0,1,3,10095843
1,1,1,3,1,2,3,10095844
1,0,4,3,1,2,4,10095847
1,0,3,3,0,2,3,10095850
1,1,3,3,1,1,1,10095853
1,0,1,1,0,2,2,10095855
0,0,1,2,0,0,3,10095863
0,0,1,1,0,0,2,10095864
2,1,2,3,1,2,3,10095865
1,1,4,3,1,2,1,10095873
0,1,3,3,0,0,4,10095880
1,1,3,3,1,2,3,10095884
1,1,4,3,1,2,4,10095885
1,1,2,3,1,2,3,10095889
1,0,1,2,1,2,3,10095890
1,1,4,3,1,0,2,10095891
1,0,1,3,0,2,2,10095892
1,0,3,2,0,1,3,10095896
2,1,4,3,1,3,1,10095897
2,0,1,3,0,1,2,10095899
1,1,2,2,1,1,2,10095902
1,1,1,1,0,2,3,10095910
1,1,1,3,1,2,3,10095911
1,1,3,3,1,2,3,10095915
1,0,3,3,1,1,2,10095917
0,1,1,3,0,0,3,10095920
1,1,1,1,1,0,1,10095921
0,0,1,1,0,0,2,10095924
0,0,2,2,0,0,1,10095927
1,0,3,3,0,2,2,10095928
1,0,2,3,0,2,3,10095931
0,0,1,2,0,1,1,10095932
2,0,4,3,1,2,3,10095934
1,1,3,3,0,1,3,10095936
0,0,1,1,0,0,2,10095937
1,0,2,3,0,2,4,10095939
1,0,3,3,1,0,2,10095941
1,0,1,1,0,0,2,10095942
1,0,2,3,1,2,1,10095943
2,0,2,3,0,2,1,10095946
0,0,1,1,0,0,2,10095949
1,0,2,1,0,2,2,10095950
1,0,2,2,0,1,1,10095954
0,0,2,2,0,2,1,10095956
1,0,3,3,0,2,1,10095957
1,0,1,1,0,0,2,10095962
1,1,4,3,1,0,4,10095964
1,1,3,3,1,1,2,10095966
1,0,4,3,1,1,3,10095967
0,0,2,2,0,0,2,10095972
